data from https://data.oecd.org/interest/long-term-interest-rates.htm#indicator-chart,,,,,,,
LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
RUS,STINT,TOT,PC_PA,M,2008-09,9.68,
RUS,STINT,TOT,PC_PA,M,2008-10,17.17,
RUS,STINT,TOT,PC_PA,M,2008-11,18.2,
RUS,STINT,TOT,PC_PA,M,2008-12,23.1,
RUS,STINT,TOT,PC_PA,M,2009-01,27.83,
RUS,STINT,TOT,PC_PA,M,2009-02,20.8,
RUS,STINT,TOT,PC_PA,M,2009-03,14.8,
RUS,STINT,TOT,PC_PA,M,2009-04,12.83,
RUS,STINT,TOT,PC_PA,M,2009-05,11.2,
RUS,STINT,TOT,PC_PA,M,2009-06,12.2,
RUS,STINT,TOT,PC_PA,M,2009-07,10.4,
RUS,STINT,TOT,PC_PA,M,2009-08,9.29,
RUS,STINT,TOT,PC_PA,M,2009-09,10.91,
RUS,STINT,TOT,PC_PA,M,2009-10,9.54,
RUS,STINT,TOT,PC_PA,M,2009-11,8.14,
RUS,STINT,TOT,PC_PA,M,2009-12,8.66,
RUS,STINT,TOT,PC_PA,M,2010-01,7.17,
RUS,STINT,TOT,PC_PA,M,2010-02,7.31,
RUS,STINT,TOT,PC_PA,M,2010-03,6.3,
RUS,STINT,TOT,PC_PA,M,2010-04,5.3,
RUS,STINT,TOT,PC_PA,M,2010-05,4.7,
RUS,STINT,TOT,PC_PA,M,2010-06,4.6,
RUS,STINT,TOT,PC_PA,M,2010-07,4.2,
RUS,STINT,TOT,PC_PA,M,2010-08,4.2,
RUS,STINT,TOT,PC_PA,M,2010-09,4.3,
RUS,STINT,TOT,PC_PA,M,2010-10,4.49,
RUS,STINT,TOT,PC_PA,M,2010-11,4.64,
RUS,STINT,TOT,PC_PA,M,2010-12,4.69,
RUS,STINT,TOT,PC_PA,M,2011-01,4.633,
RUS,STINT,TOT,PC_PA,M,2011-02,4.599,
RUS,STINT,TOT,PC_PA,M,2011-03,4.54,
RUS,STINT,TOT,PC_PA,M,2011-04,4.78,
RUS,STINT,TOT,PC_PA,M,2011-05,4.374,
RUS,STINT,TOT,PC_PA,M,2011-06,4.857,
RUS,STINT,TOT,PC_PA,M,2011-07,5.84,
RUS,STINT,TOT,PC_PA,M,2011-08,5.056,
RUS,STINT,TOT,PC_PA,M,2011-09,5.813,
RUS,STINT,TOT,PC_PA,M,2011-10,6.932,
RUS,STINT,TOT,PC_PA,M,2011-11,7.05,
RUS,STINT,TOT,PC_PA,M,2011-12,7.42,
RUS,STINT,TOT,PC_PA,M,2012-01,7.569,
RUS,STINT,TOT,PC_PA,M,2012-02,7.25,
RUS,STINT,TOT,PC_PA,M,2012-03,6.932,
RUS,STINT,TOT,PC_PA,M,2012-04,7.3,
RUS,STINT,TOT,PC_PA,M,2012-05,7.166,
RUS,STINT,TOT,PC_PA,M,2012-06,7.4,
RUS,STINT,TOT,PC_PA,M,2012-07,6.895,
RUS,STINT,TOT,PC_PA,M,2012-08,7.16,
RUS,STINT,TOT,PC_PA,M,2012-09,7.166,
RUS,STINT,TOT,PC_PA,M,2012-10,7.509,
RUS,STINT,TOT,PC_PA,M,2012-11,7.631,
RUS,STINT,TOT,PC_PA,M,2012-12,7.507,
RUS,STINT,TOT,PC_PA,M,2013-01,7.3,
RUS,STINT,TOT,PC_PA,M,2013-02,7.546,
RUS,STINT,TOT,PC_PA,M,2013-03,7.8,
RUS,STINT,TOT,PC_PA,M,2013-04,7.3,
RUS,STINT,TOT,PC_PA,M,2013-05,7.328,
RUS,STINT,TOT,PC_PA,M,2013-06,7.7,
RUS,STINT,TOT,PC_PA,M,2013-07,7.7,
RUS,STINT,TOT,PC_PA,M,2013-08,7.7,
RUS,STINT,TOT,PC_PA,M,2013-09,7.7,
RUS,STINT,TOT,PC_PA,M,2013-10,7.186,
RUS,STINT,TOT,PC_PA,M,2013-11,7.2,
RUS,STINT,TOT,PC_PA,M,2013-12,7.413,
RUS,STINT,TOT,PC_PA,M,2014-01,7.235,
RUS,STINT,TOT,PC_PA,M,2014-02,7.386,
RUS,STINT,TOT,PC_PA,M,2014-03,8.9,
RUS,STINT,TOT,PC_PA,M,2014-04,8.46,
RUS,STINT,TOT,PC_PA,M,2014-05,9.24,
RUS,STINT,TOT,PC_PA,M,2014-06,8.68,
RUS,STINT,TOT,PC_PA,M,2014-07,8.73,
RUS,STINT,TOT,PC_PA,M,2014-08,8.73,
RUS,STINT,TOT,PC_PA,M,2014-09,9,
RUS,STINT,TOT,PC_PA,M,2014-10,9.23,
RUS,STINT,TOT,PC_PA,M,2014-11,10.77,
RUS,STINT,TOT,PC_PA,M,2014-12,16.4,
RUS,STINT,TOT,PC_PA,M,2015-01,21.91,
RUS,STINT,TOT,PC_PA,M,2015-02,17.48,
RUS,STINT,TOT,PC_PA,M,2015-03,15.81,
RUS,STINT,TOT,PC_PA,M,2015-04,15.25,
RUS,STINT,TOT,PC_PA,M,2015-05,13.48,
RUS,STINT,TOT,PC_PA,M,2015-06,13.46,
RUS,STINT,TOT,PC_PA,M,2015-07,13.35,
RUS,STINT,TOT,PC_PA,M,2015-08,13.89,
RUS,STINT,TOT,PC_PA,M,2015-09,12.52,
RUS,STINT,TOT,PC_PA,M,2015-10,13.84,
RUS,STINT,TOT,PC_PA,M,2015-11,13.29,
RUS,STINT,TOT,PC_PA,M,2015-12,12.8,
RUS,STINT,TOT,PC_PA,M,2016-01,12.68,
RUS,STINT,TOT,PC_PA,M,2016-02,12.75,
RUS,STINT,TOT,PC_PA,M,2016-03,12.34,
RUS,STINT,TOT,PC_PA,M,2016-04,12.15,
RUS,STINT,TOT,PC_PA,M,2016-05,12.67,
RUS,STINT,TOT,PC_PA,M,2016-06,11.72,
RUS,STINT,TOT,PC_PA,M,2016-07,10.79,
RUS,STINT,TOT,PC_PA,M,2016-08,11.46,
RUS,STINT,TOT,PC_PA,M,2016-09,10.7,
RUS,STINT,TOT,PC_PA,M,2016-10,11.09,
RUS,STINT,TOT,PC_PA,M,2016-11,10.43,
RUS,STINT,TOT,PC_PA,M,2016-12,10.45,
RUS,STINT,TOT,PC_PA,M,2017-01,10.32,
RUS,STINT,TOT,PC_PA,M,2017-02,10.82,
RUS,STINT,TOT,PC_PA,M,2017-03,10.58,
RUS,STINT,TOT,PC_PA,M,2017-04,10.51,
RUS,STINT,TOT,PC_PA,M,2017-05,8.17,
RUS,STINT,TOT,PC_PA,M,2017-06,8.75,
RUS,STINT,TOT,PC_PA,M,2017-07,8.72,
RUS,STINT,TOT,PC_PA,M,2017-08,8.79,
RUS,STINT,TOT,PC_PA,M,2017-09,8.67,
RUS,STINT,TOT,PC_PA,M,2017-10,8.28,
RUS,STINT,TOT,PC_PA,M,2017-11,8.32,
RUS,STINT,TOT,PC_PA,M,2017-12,7.52,
RUS,STINT,TOT,PC_PA,M,2018-01,7.2,
RUS,STINT,TOT,PC_PA,M,2018-02,7.07,
RUS,STINT,TOT,PC_PA,M,2018-03,7.07,
RUS,STINT,TOT,PC_PA,M,2018-04,7.22,
RUS,STINT,TOT,PC_PA,M,2018-05,6.99,
RUS,STINT,TOT,PC_PA,M,2018-06,7.2,
JPN,STINT,TOT,PC_PA,M,2002-04,0.1,
JPN,STINT,TOT,PC_PA,M,2002-05,0.08,
JPN,STINT,TOT,PC_PA,M,2002-06,0.09,
JPN,STINT,TOT,PC_PA,M,2002-07,0.09,
JPN,STINT,TOT,PC_PA,M,2002-08,0.07,
JPN,STINT,TOT,PC_PA,M,2002-09,0.08,
JPN,STINT,TOT,PC_PA,M,2002-10,0.08,
JPN,STINT,TOT,PC_PA,M,2002-11,0.08,
JPN,STINT,TOT,PC_PA,M,2002-12,0.1,
JPN,STINT,TOT,PC_PA,M,2003-01,0.1,
JPN,STINT,TOT,PC_PA,M,2003-02,0.09,
JPN,STINT,TOT,PC_PA,M,2003-03,0.08,
JPN,STINT,TOT,PC_PA,M,2003-04,0.08,
JPN,STINT,TOT,PC_PA,M,2003-05,0.08,
JPN,STINT,TOT,PC_PA,M,2003-06,0.09,
JPN,STINT,TOT,PC_PA,M,2003-07,0.09,
JPN,STINT,TOT,PC_PA,M,2003-08,0.09,
JPN,STINT,TOT,PC_PA,M,2003-09,0.09,
JPN,STINT,TOT,PC_PA,M,2003-10,0.09,
JPN,STINT,TOT,PC_PA,M,2003-11,0.08,
JPN,STINT,TOT,PC_PA,M,2003-12,0.1,
JPN,STINT,TOT,PC_PA,M,2004-01,0.09,
JPN,STINT,TOT,PC_PA,M,2004-02,0.09,
JPN,STINT,TOT,PC_PA,M,2004-03,0.08,
JPN,STINT,TOT,PC_PA,M,2004-04,0.08,
JPN,STINT,TOT,PC_PA,M,2004-05,0.08,
JPN,STINT,TOT,PC_PA,M,2004-06,0.09,
JPN,STINT,TOT,PC_PA,M,2004-07,0.09,
JPN,STINT,TOT,PC_PA,M,2004-08,0.09,
JPN,STINT,TOT,PC_PA,M,2004-09,0.09,
JPN,STINT,TOT,PC_PA,M,2004-10,0.09,
JPN,STINT,TOT,PC_PA,M,2004-11,0.09,
JPN,STINT,TOT,PC_PA,M,2004-12,0.1,
JPN,STINT,TOT,PC_PA,M,2005-01,0.1,
JPN,STINT,TOT,PC_PA,M,2005-02,0.1,
JPN,STINT,TOT,PC_PA,M,2005-03,0.08,
JPN,STINT,TOT,PC_PA,M,2005-04,0.08,
JPN,STINT,TOT,PC_PA,M,2005-05,0.08,
JPN,STINT,TOT,PC_PA,M,2005-06,0.09,
JPN,STINT,TOT,PC_PA,M,2005-07,0.09,
JPN,STINT,TOT,PC_PA,M,2005-08,0.09,
JPN,STINT,TOT,PC_PA,M,2005-09,0.09,
JPN,STINT,TOT,PC_PA,M,2005-10,0.09,
JPN,STINT,TOT,PC_PA,M,2005-11,0.09,
JPN,STINT,TOT,PC_PA,M,2005-12,0.1,
JPN,STINT,TOT,PC_PA,M,2006-01,0.1036,
JPN,STINT,TOT,PC_PA,M,2006-02,0.11,
JPN,STINT,TOT,PC_PA,M,2006-03,0.1255,
JPN,STINT,TOT,PC_PA,M,2006-04,0.14,
JPN,STINT,TOT,PC_PA,M,2006-05,0.27,
JPN,STINT,TOT,PC_PA,M,2006-06,0.35,
JPN,STINT,TOT,PC_PA,M,2006-07,0.44,
JPN,STINT,TOT,PC_PA,M,2006-08,0.432,
JPN,STINT,TOT,PC_PA,M,2006-09,0.436,
JPN,STINT,TOT,PC_PA,M,2006-10,0.447,
JPN,STINT,TOT,PC_PA,M,2006-11,0.502,
JPN,STINT,TOT,PC_PA,M,2006-12,0.54,
JPN,STINT,TOT,PC_PA,M,2007-01,0.54,
JPN,STINT,TOT,PC_PA,M,2007-02,0.66,
JPN,STINT,TOT,PC_PA,M,2007-03,0.66,
JPN,STINT,TOT,PC_PA,M,2007-04,0.65,
JPN,STINT,TOT,PC_PA,M,2007-05,0.67,
JPN,STINT,TOT,PC_PA,M,2007-06,0.73,
JPN,STINT,TOT,PC_PA,M,2007-07,0.77,
JPN,STINT,TOT,PC_PA,M,2007-08,0.84,
JPN,STINT,TOT,PC_PA,M,2007-09,0.85,
JPN,STINT,TOT,PC_PA,M,2007-10,0.85,
JPN,STINT,TOT,PC_PA,M,2007-11,0.87,
JPN,STINT,TOT,PC_PA,M,2007-12,0.86,
JPN,STINT,TOT,PC_PA,M,2008-01,0.85,
JPN,STINT,TOT,PC_PA,M,2008-02,0.85,
JPN,STINT,TOT,PC_PA,M,2008-03,0.84,
JPN,STINT,TOT,PC_PA,M,2008-04,0.84,
JPN,STINT,TOT,PC_PA,M,2008-05,0.84,
JPN,STINT,TOT,PC_PA,M,2008-06,0.86,
JPN,STINT,TOT,PC_PA,M,2008-07,0.85,
JPN,STINT,TOT,PC_PA,M,2008-08,0.85,
JPN,STINT,TOT,PC_PA,M,2008-09,0.87,
JPN,STINT,TOT,PC_PA,M,2008-10,0.89,
JPN,STINT,TOT,PC_PA,M,2008-11,0.88,
JPN,STINT,TOT,PC_PA,M,2008-12,0.74,
JPN,STINT,TOT,PC_PA,M,2009-01,0.72,
JPN,STINT,TOT,PC_PA,M,2009-02,0.71,
JPN,STINT,TOT,PC_PA,M,2009-03,0.65,
JPN,STINT,TOT,PC_PA,M,2009-04,0.6,
JPN,STINT,TOT,PC_PA,M,2009-05,0.57,
JPN,STINT,TOT,PC_PA,M,2009-06,0.56,
JPN,STINT,TOT,PC_PA,M,2009-07,0.55,
JPN,STINT,TOT,PC_PA,M,2009-08,0.54,
JPN,STINT,TOT,PC_PA,M,2009-09,0.54,
JPN,STINT,TOT,PC_PA,M,2009-10,0.53,
JPN,STINT,TOT,PC_PA,M,2009-11,0.51,
JPN,STINT,TOT,PC_PA,M,2009-12,0.46,
JPN,STINT,TOT,PC_PA,M,2010-01,0.45,
JPN,STINT,TOT,PC_PA,M,2010-02,0.44,
JPN,STINT,TOT,PC_PA,M,2010-03,0.43,
JPN,STINT,TOT,PC_PA,M,2010-04,0.4,
JPN,STINT,TOT,PC_PA,M,2010-05,0.39,
JPN,STINT,TOT,PC_PA,M,2010-06,0.38,
JPN,STINT,TOT,PC_PA,M,2010-07,0.37,
JPN,STINT,TOT,PC_PA,M,2010-08,0.36,
JPN,STINT,TOT,PC_PA,M,2010-09,0.36,
JPN,STINT,TOT,PC_PA,M,2010-10,0.34,
JPN,STINT,TOT,PC_PA,M,2010-11,0.34,
JPN,STINT,TOT,PC_PA,M,2010-12,0.34,
JPN,STINT,TOT,PC_PA,M,2011-01,0.34,
JPN,STINT,TOT,PC_PA,M,2011-02,0.34,
JPN,STINT,TOT,PC_PA,M,2011-03,0.33615,
JPN,STINT,TOT,PC_PA,M,2011-04,0.33286,
JPN,STINT,TOT,PC_PA,M,2011-05,0.33214,
JPN,STINT,TOT,PC_PA,M,2011-06,0.33214,
JPN,STINT,TOT,PC_PA,M,2011-07,0.33214,
JPN,STINT,TOT,PC_PA,M,2011-08,0.32857,
JPN,STINT,TOT,PC_PA,M,2011-09,0.32929,
JPN,STINT,TOT,PC_PA,M,2011-10,0.32929,
JPN,STINT,TOT,PC_PA,M,2011-11,0.32929,
JPN,STINT,TOT,PC_PA,M,2011-12,0.32929,
JPN,STINT,TOT,PC_PA,M,2012-01,0.33077,
JPN,STINT,TOT,PC_PA,M,2012-02,0.33167,
JPN,STINT,TOT,PC_PA,M,2012-03,0.33167,
JPN,STINT,TOT,PC_PA,M,2012-04,0.33167,
JPN,STINT,TOT,PC_PA,M,2012-05,0.33167,
JPN,STINT,TOT,PC_PA,M,2012-06,0.33455,
JPN,STINT,TOT,PC_PA,M,2012-07,0.32727,
JPN,STINT,TOT,PC_PA,M,2012-08,0.32727,
JPN,STINT,TOT,PC_PA,M,2012-09,0.32727,
JPN,STINT,TOT,PC_PA,M,2012-10,0.32636,
JPN,STINT,TOT,PC_PA,M,2012-11,0.31818,
JPN,STINT,TOT,PC_PA,M,2012-12,0.30818,
JPN,STINT,TOT,PC_PA,M,2013-01,0.29182,
JPN,STINT,TOT,PC_PA,M,2013-02,0.26909,
JPN,STINT,TOT,PC_PA,M,2013-03,0.25,
JPN,STINT,TOT,PC_PA,M,2013-04,0.22818,
JPN,STINT,TOT,PC_PA,M,2013-05,0.22818,
JPN,STINT,TOT,PC_PA,M,2013-06,0.22818,
JPN,STINT,TOT,PC_PA,M,2013-07,0.228,
JPN,STINT,TOT,PC_PA,M,2013-08,0.228,
JPN,STINT,TOT,PC_PA,M,2013-09,0.228,
JPN,STINT,TOT,PC_PA,M,2013-10,0.221,
JPN,STINT,TOT,PC_PA,M,2013-11,0.22,
JPN,STINT,TOT,PC_PA,M,2013-12,0.22,
JPN,STINT,TOT,PC_PA,M,2014-01,0.22,
JPN,STINT,TOT,PC_PA,M,2014-02,0.212,
JPN,STINT,TOT,PC_PA,M,2014-03,0.212,
JPN,STINT,TOT,PC_PA,M,2014-04,0.212,
JPN,STINT,TOT,PC_PA,M,2014-05,0.21,
JPN,STINT,TOT,PC_PA,M,2014-06,0.21,
JPN,STINT,TOT,PC_PA,M,2014-07,0.21,
JPN,STINT,TOT,PC_PA,M,2014-08,0.21,
JPN,STINT,TOT,PC_PA,M,2014-09,0.21,
JPN,STINT,TOT,PC_PA,M,2014-10,0.192,
JPN,STINT,TOT,PC_PA,M,2014-11,0.182,
JPN,STINT,TOT,PC_PA,M,2014-12,0.179,
JPN,STINT,TOT,PC_PA,M,2015-01,0.173,
JPN,STINT,TOT,PC_PA,M,2015-02,0.171,
JPN,STINT,TOT,PC_PA,M,2015-03,0.17,
JPN,STINT,TOT,PC_PA,M,2015-04,0.17,
JPN,STINT,TOT,PC_PA,M,2015-05,0.169,
JPN,STINT,TOT,PC_PA,M,2015-06,0.169,
JPN,STINT,TOT,PC_PA,M,2015-07,0.169,
JPN,STINT,TOT,PC_PA,M,2015-08,0.169,
JPN,STINT,TOT,PC_PA,M,2015-09,0.169,
JPN,STINT,TOT,PC_PA,M,2015-10,0.169,
JPN,STINT,TOT,PC_PA,M,2015-11,0.169,
JPN,STINT,TOT,PC_PA,M,2015-12,0.169,
JPN,STINT,TOT,PC_PA,M,2016-01,0.169,
JPN,STINT,TOT,PC_PA,M,2016-02,0.098,
JPN,STINT,TOT,PC_PA,M,2016-03,0.098,
JPN,STINT,TOT,PC_PA,M,2016-04,0.06,
JPN,STINT,TOT,PC_PA,M,2016-05,0.06,
JPN,STINT,TOT,PC_PA,M,2016-06,0.059,
JPN,STINT,TOT,PC_PA,M,2016-07,0.058,
JPN,STINT,TOT,PC_PA,M,2016-08,0.058,
JPN,STINT,TOT,PC_PA,M,2016-09,0.056,
JPN,STINT,TOT,PC_PA,M,2016-10,0.056,
JPN,STINT,TOT,PC_PA,M,2016-11,0.056,
JPN,STINT,TOT,PC_PA,M,2016-12,0.056,
JPN,STINT,TOT,PC_PA,M,2017-01,0.056,
JPN,STINT,TOT,PC_PA,M,2017-02,0.056,
JPN,STINT,TOT,PC_PA,M,2017-03,0.056,
JPN,STINT,TOT,PC_PA,M,2017-04,0.056,
JPN,STINT,TOT,PC_PA,M,2017-05,0.056,
JPN,STINT,TOT,PC_PA,M,2017-06,0.056,
JPN,STINT,TOT,PC_PA,M,2017-07,0.075,
JPN,STINT,TOT,PC_PA,M,2017-08,0.056,
JPN,STINT,TOT,PC_PA,M,2017-09,0.056,
JPN,STINT,TOT,PC_PA,M,2017-10,0.063,
JPN,STINT,TOT,PC_PA,M,2017-11,0.063,
JPN,STINT,TOT,PC_PA,M,2017-12,0.063,
JPN,STINT,TOT,PC_PA,M,2018-01,0.068,
JPN,STINT,TOT,PC_PA,M,2018-02,0.068,
JPN,STINT,TOT,PC_PA,M,2018-03,0.097,
JPN,STINT,TOT,PC_PA,M,2018-04,0.097,
JPN,STINT,TOT,PC_PA,M,2018-05,0.078,
JPN,STINT,TOT,PC_PA,M,2018-06,0.078,
KOR,STINT,TOT,PC_PA,M,1991-01,17.3,
KOR,STINT,TOT,PC_PA,M,1991-02,16.9,
KOR,STINT,TOT,PC_PA,M,1991-03,17.6,
KOR,STINT,TOT,PC_PA,M,1991-04,18.65,
KOR,STINT,TOT,PC_PA,M,1991-05,19.01,
KOR,STINT,TOT,PC_PA,M,1991-06,19.02,
KOR,STINT,TOT,PC_PA,M,1991-07,18.3,
KOR,STINT,TOT,PC_PA,M,1991-08,18.54,
KOR,STINT,TOT,PC_PA,M,1991-09,19.01,
KOR,STINT,TOT,PC_PA,M,1991-10,18.89,
KOR,STINT,TOT,PC_PA,M,1991-11,18.01,
KOR,STINT,TOT,PC_PA,M,1991-12,18.38,
KOR,STINT,TOT,PC_PA,M,1992-01,17.19,
KOR,STINT,TOT,PC_PA,M,1992-02,16.42,
KOR,STINT,TOT,PC_PA,M,1992-03,16.9,
KOR,STINT,TOT,PC_PA,M,1992-04,17.28,
KOR,STINT,TOT,PC_PA,M,1992-05,17.54,
KOR,STINT,TOT,PC_PA,M,1992-06,17.31,
KOR,STINT,TOT,PC_PA,M,1992-07,16.73,
KOR,STINT,TOT,PC_PA,M,1992-08,17.16,
KOR,STINT,TOT,PC_PA,M,1992-09,17.21,
KOR,STINT,TOT,PC_PA,M,1992-10,14.25,
KOR,STINT,TOT,PC_PA,M,1992-11,13.77,
KOR,STINT,TOT,PC_PA,M,1992-12,15.19,
KOR,STINT,TOT,PC_PA,M,1993-01,13.86,
KOR,STINT,TOT,PC_PA,M,1993-02,12.51,
KOR,STINT,TOT,PC_PA,M,1993-03,11.74,
KOR,STINT,TOT,PC_PA,M,1993-04,11.46,
KOR,STINT,TOT,PC_PA,M,1993-05,11.53,
KOR,STINT,TOT,PC_PA,M,1993-06,12.55,
KOR,STINT,TOT,PC_PA,M,1993-07,13.25,
KOR,STINT,TOT,PC_PA,M,1993-08,14.87,
KOR,STINT,TOT,PC_PA,M,1993-09,14.71,
KOR,STINT,TOT,PC_PA,M,1993-10,13.89,
KOR,STINT,TOT,PC_PA,M,1993-11,12.9,
KOR,STINT,TOT,PC_PA,M,1993-12,12.27,
KOR,STINT,TOT,PC_PA,M,1994-01,11.68,
KOR,STINT,TOT,PC_PA,M,1994-02,11.6,
KOR,STINT,TOT,PC_PA,M,1994-03,12.72,
KOR,STINT,TOT,PC_PA,M,1994-04,12.47,
KOR,STINT,TOT,PC_PA,M,1994-05,12.38,
KOR,STINT,TOT,PC_PA,M,1994-06,12.49,
KOR,STINT,TOT,PC_PA,M,1994-07,12.83,
KOR,STINT,TOT,PC_PA,M,1994-08,15,
KOR,STINT,TOT,PC_PA,M,1994-09,15.04,
KOR,STINT,TOT,PC_PA,M,1994-10,14.39,
KOR,STINT,TOT,PC_PA,M,1994-11,14,
KOR,STINT,TOT,PC_PA,M,1994-12,14.85,
KOR,STINT,TOT,PC_PA,M,1995-01,15.72,
KOR,STINT,TOT,PC_PA,M,1995-02,16.65,
KOR,STINT,TOT,PC_PA,M,1995-03,15.33,
KOR,STINT,TOT,PC_PA,M,1995-04,14.56,
KOR,STINT,TOT,PC_PA,M,1995-05,14.87,
KOR,STINT,TOT,PC_PA,M,1995-06,14.73,
KOR,STINT,TOT,PC_PA,M,1995-07,14.24,
KOR,STINT,TOT,PC_PA,M,1995-08,13.45,
KOR,STINT,TOT,PC_PA,M,1995-09,13.1,
KOR,STINT,TOT,PC_PA,M,1995-10,12.32,
KOR,STINT,TOT,PC_PA,M,1995-11,11.95,
KOR,STINT,TOT,PC_PA,M,1995-12,11.73,
KOR,STINT,TOT,PC_PA,M,1996-01,11.65,
KOR,STINT,TOT,PC_PA,M,1996-02,11.67,
KOR,STINT,TOT,PC_PA,M,1996-03,11.55,
KOR,STINT,TOT,PC_PA,M,1996-04,10.46,
KOR,STINT,TOT,PC_PA,M,1996-05,10.87,
KOR,STINT,TOT,PC_PA,M,1996-06,12.18,
KOR,STINT,TOT,PC_PA,M,1996-07,12.84,
KOR,STINT,TOT,PC_PA,M,1996-08,14.79,
KOR,STINT,TOT,PC_PA,M,1996-09,14.3,
KOR,STINT,TOT,PC_PA,M,1996-10,14.11,
KOR,STINT,TOT,PC_PA,M,1996-11,13.66,
KOR,STINT,TOT,PC_PA,M,1996-12,13.53,
KOR,STINT,TOT,PC_PA,M,1997-01,12.66,
KOR,STINT,TOT,PC_PA,M,1997-02,12.28,
KOR,STINT,TOT,PC_PA,M,1997-03,13.23,
KOR,STINT,TOT,PC_PA,M,1997-04,13.11,
KOR,STINT,TOT,PC_PA,M,1997-05,12.75,
KOR,STINT,TOT,PC_PA,M,1997-06,11.79,
KOR,STINT,TOT,PC_PA,M,1997-07,11.91,
KOR,STINT,TOT,PC_PA,M,1997-08,12.65,
KOR,STINT,TOT,PC_PA,M,1997-09,13.39,
KOR,STINT,TOT,PC_PA,M,1997-10,13.79,
KOR,STINT,TOT,PC_PA,M,1997-11,14.47,
KOR,STINT,TOT,PC_PA,M,1997-12,18.55,
KOR,STINT,TOT,PC_PA,M,1998-01,23.1,
KOR,STINT,TOT,PC_PA,M,1998-02,22.46,
KOR,STINT,TOT,PC_PA,M,1998-03,22.61,
KOR,STINT,TOT,PC_PA,M,1998-04,20.26,
KOR,STINT,TOT,PC_PA,M,1998-05,18.28,
KOR,STINT,TOT,PC_PA,M,1998-06,16.93,
KOR,STINT,TOT,PC_PA,M,1998-07,13.95,
KOR,STINT,TOT,PC_PA,M,1998-08,11.19,
KOR,STINT,TOT,PC_PA,M,1998-09,10.38,
KOR,STINT,TOT,PC_PA,M,1998-10,8.08,
KOR,STINT,TOT,PC_PA,M,1998-11,7.7,
KOR,STINT,TOT,PC_PA,M,1998-12,7.7,
KOR,STINT,TOT,PC_PA,M,1999-01,7,
KOR,STINT,TOT,PC_PA,M,1999-02,6.7,
KOR,STINT,TOT,PC_PA,M,1999-03,6.56,
KOR,STINT,TOT,PC_PA,M,1999-04,6.16,
KOR,STINT,TOT,PC_PA,M,1999-05,6.17,
KOR,STINT,TOT,PC_PA,M,1999-06,6.28,
KOR,STINT,TOT,PC_PA,M,1999-07,6.75,
KOR,STINT,TOT,PC_PA,M,1999-08,7.19,
KOR,STINT,TOT,PC_PA,M,1999-09,7.54,
KOR,STINT,TOT,PC_PA,M,1999-10,7.29,
KOR,STINT,TOT,PC_PA,M,1999-11,6.91,
KOR,STINT,TOT,PC_PA,M,1999-12,7.16,
KOR,STINT,TOT,PC_PA,M,2000-01,7.28,
KOR,STINT,TOT,PC_PA,M,2000-02,7.13,
KOR,STINT,TOT,PC_PA,M,2000-03,7,
KOR,STINT,TOT,PC_PA,M,2000-04,7.06,
KOR,STINT,TOT,PC_PA,M,2000-05,7.14,
KOR,STINT,TOT,PC_PA,M,2000-06,7.17,
KOR,STINT,TOT,PC_PA,M,2000-07,7.15,
KOR,STINT,TOT,PC_PA,M,2000-08,7.04,
KOR,STINT,TOT,PC_PA,M,2000-09,7.05,
KOR,STINT,TOT,PC_PA,M,2000-10,7.04,
KOR,STINT,TOT,PC_PA,M,2000-11,6.99,
KOR,STINT,TOT,PC_PA,M,2000-12,6.89,
KOR,STINT,TOT,PC_PA,M,2001-01,6.43,
KOR,STINT,TOT,PC_PA,M,2001-02,5.73,
KOR,STINT,TOT,PC_PA,M,2001-03,5.68,
KOR,STINT,TOT,PC_PA,M,2001-04,5.84,
KOR,STINT,TOT,PC_PA,M,2001-05,5.85,
KOR,STINT,TOT,PC_PA,M,2001-06,5.65,
KOR,STINT,TOT,PC_PA,M,2001-07,5.32,
KOR,STINT,TOT,PC_PA,M,2001-08,4.92,
KOR,STINT,TOT,PC_PA,M,2001-09,4.66,
KOR,STINT,TOT,PC_PA,M,2001-10,4.36,
KOR,STINT,TOT,PC_PA,M,2001-11,4.53,
KOR,STINT,TOT,PC_PA,M,2001-12,4.84,
KOR,STINT,TOT,PC_PA,M,2002-01,4.79,
KOR,STINT,TOT,PC_PA,M,2002-02,4.54,
KOR,STINT,TOT,PC_PA,M,2002-03,4.64,
KOR,STINT,TOT,PC_PA,M,2002-04,4.79,
KOR,STINT,TOT,PC_PA,M,2002-05,4.81,
KOR,STINT,TOT,PC_PA,M,2002-06,4.85,
KOR,STINT,TOT,PC_PA,M,2002-07,4.91,
KOR,STINT,TOT,PC_PA,M,2002-08,4.8,
KOR,STINT,TOT,PC_PA,M,2002-09,4.81,
KOR,STINT,TOT,PC_PA,M,2002-10,4.91,
KOR,STINT,TOT,PC_PA,M,2002-11,4.91,
KOR,STINT,TOT,PC_PA,M,2002-12,4.9,
KOR,STINT,TOT,PC_PA,M,2003-01,4.7,
KOR,STINT,TOT,PC_PA,M,2003-02,4.54,
KOR,STINT,TOT,PC_PA,M,2003-03,4.76,
KOR,STINT,TOT,PC_PA,M,2003-04,4.62,
KOR,STINT,TOT,PC_PA,M,2003-05,4.39,
KOR,STINT,TOT,PC_PA,M,2003-06,4.28,
